WELL,0 h ,0 h 15 min,0 h 30 min,0 h 45 min,1 h ,1 h 15 min,1 h 30 min,1 h 45 min,2 h ,2 h 15 min,2 h 30 min,2 h 45 min,3 h ,3 h 15 min,3 h 30 min,3 h 45 min,4 h ,4 h 15 min,4 h 30 min,4 h 45 min,5 h ,5 h 15 min,5 h 30 min,5 h 45 min,6 h ,6 h 15 min,6 h 30 min,6 h 45 min,7 h ,7 h 15 min,7 h 30 min,7 h 45 min,8 h ,8 h 15 min,8 h 30 min,8 h 45 min,9 h ,9 h 15 min,9 h 30 min,9 h 45 min,10 h ,10 h 15 min,10 h 30 min,10 h 45 min,11 h ,11 h 15 min,11 h 30 min,11 h 45 min,12 h ,12 h 15 min,12 h 30 min,12 h 45 min,13 h ,13 h 15 min,13 h 30 min,13 h 45 min,14 h ,14 h 15 min,14 h 30 min,14 h 45 min,15 h ,15 h 15 min,15 h 30 min,15 h 45 min,16 h ,16 h 15 min,16 h 30 min,16 h 45 min,17 h ,17 h 15 min,17 h 30 min,17 h 45 min,18 h ,18 h 15 min,18 h 30 min,18 h 45 min,19 h ,19 h 15 min,19 h 30 min,19 h 45 min
D11,467.53246753246754,419.75308641975306,437.5,380.0,407.4074074074074,456.7901234567901,432.09876543209873,419.75308641975306,397.5903614457831,457.8313253012048,481.48148148148147,462.5,493.82716049382714,469.1358024691358,475.60975609756093,475.0,475.60975609756093,444.44444444444446,481.48148148148147,445.78313253012044,450.0,462.5,481.48148148148147,425.0,462.5,475.0,432.09876543209873,412.5,433.73493975903614,402.4390243902439,426.8292682926829,469.1358024691358,439.0243902439024,426.8292682926829,419.75308641975306,487.5,419.75308641975306,456.7901234567901,444.44444444444446,493.82716049382714,469.1358024691358,412.5,444.44444444444446,450.0,395.0617283950617,469.1358024691358,487.5,444.44444444444446,412.5,387.5,414.6341463414634,481.48148148148147,412.5,412.5,395.0617283950617,426.8292682926829,419.75308641975306,395.0617283950617,395.0617283950617,395.0617283950617,382.71604938271605,451.2195121951219,414.6341463414634,432.09876543209873,402.4390243902439,400.0,451.2195121951219,430.37974683544303,455.69620253164555,414.6341463414634,444.44444444444446,462.5,437.5,425.0,432.09876543209873,481.0126582278481,421.6867469879518,426.8292682926829,439.0243902439024,437.5
D12,493.50649350649354,412.5,444.44444444444446,333.3333333333333,469.1358024691358,451.2195121951219,432.09876543209873,456.7901234567901,450.0,426.8292682926829,444.44444444444446,412.5,456.7901234567901,463.4146341463414,445.78313253012044,500.0,481.48148148148147,493.67088607594934,432.09876543209873,414.6341463414634,426.8292682926829,475.0,512.5,481.48148148148147,444.44444444444446,425.0,437.5,444.44444444444446,469.1358024691358,444.44444444444446,419.75308641975306,506.3291139240506,437.5,425.0,469.1358024691358,451.2195121951219,444.44444444444446,468.3544303797468,437.5,414.6341463414634,444.44444444444446,469.1358024691358,437.5,419.75308641975306,456.7901234567901,419.75308641975306,421.6867469879518,409.6385542168675,444.44444444444446,419.75308641975306,414.6341463414634,407.4074074074074,475.60975609756093,468.3544303797468,395.0617283950617,450.0,409.6385542168675,433.73493975903614,487.5,456.7901234567901,407.4074074074074,378.0487804878049,456.7901234567901,444.44444444444446,353.6585365853658,412.5,430.37974683544303,407.4074074074074,481.48148148148147,432.09876543209873,439.0243902439024,423.52941176470586,388.235294117647,390.2439024390244,416.66666666666663,421.6867469879518,428.57142857142856,390.2439024390244,406.9767441860465,423.52941176470586
E01,144.12416851441242,134.5707656612529,135.13513513513513,127.47252747252747,137.29977116704805,135.32110091743118,135.32110091743118,130.9255079006772,123.11015118790496,127.08333333333334,128.42105263157896,132.50517598343686,123.75249500998004,133.2046332046332,118.64406779661016,116.27906976744185,118.55670103092784,118.92797319932998,114.28571428571429,113.29305135951661,104.58452722063038,106.353591160221,110.06711409395973,106.49350649350649,109.84848484848484,103.5758323057953,101.20481927710844,102.23266745005876,103.24825986078886,104.11899313501144,101.35135135135135,101.54525386313466,102.08562019758507,108.55263157894737,105.20607375271149,106.06060606060606,103.67170626349892,109.54446854663775,107.14285714285714,109.3073593073593,107.14285714285714,113.75947995666306,111.47186147186147,108.22510822510822,113.28976034858387,107.10382513661202,110.74561403508771,114.79028697571744,112.70718232044199,112.70718232044199,114.57174638487207,115.94202898550725,116.59192825112108,122.44897959183673,121.45289443813847,120.6896551724138,114.18685121107266,116.82242990654206,127.20848056537103,122.64150943396227,128.45138055222088,127.40384615384616,123.03980699638119,130.80684596577018,128.6764705882353,134.9009900990099,131.08614232209737,131.3131313131313,131.37755102040816,133.92857142857142,134.19354838709677,135.06493506493507,134.81675392670158,141.72185430463577,137.74834437086093,138.81401617250674,136.0544217687075,142.85714285714286,132.31197771587745,136.61971830985917
E02,112.17183770883055,125.60386473429952,115.83924349881796,108.23529411764706,127.76412776412778,125.61576354679802,119.10669975186103,127.1393643031785,123.83177570093459,108.29493087557604,116.70480549199085,119.36936936936937,113.89521640091117,109.64912280701753,107.5268817204301,115.61866125760649,106.93069306930693,96.71179883945841,100.55865921787709,88.49557522123895,87.54208754208754,85.48387096774194,82.82208588957054,76.92307692307693,80.33240997229917,75.79787234042553,74.07407407407408,71.42857142857143,71.25890736342043,68.96551724137932,68.38565022421524,68.85245901639344,66.02768903088392,66.73728813559322,66.94129763130793,68.36734693877551,70.1219512195122,71.78968655207281,71.5725806451613,75.3012048192771,76.0,80.1980198019802,78.14045499505441,78.74015748031496,78.21782178217822,83.82642998027613,83.984375,85.54572271386432,83.41511285574093,86.5290068829892,85.62992125984252,90.64039408866996,90.37328094302553,89.9209486166008,86.5290068829892,94.05940594059406,88.75739644970415,94.81037924151697,90.36742800397221,93.25396825396825,97.0,94.52736318407962,93.62549800796813,93.90609390609391,94.18837675350701,95.28585757271816,95.28585757271816,97.88092835519677,94.94949494949495,101.01010101010101,97.16599190283401,97.06774519716886,98.4771573604061,98.4771573604061,96.54471544715447,94.70468431771894,100.10214504596527,101.4344262295082,101.6260162601626,98.36065573770492
E03,107.98122065727699,122.89156626506025,108.17307692307693,107.4766355140187,118.5185185185185,128.07881773399015,123.15270935960591,120.3931203931204,111.36890951276102,114.15525114155251,117.38148984198645,111.35857461024499,124.43438914027149,108.22510822510822,107.75862068965516,105.6910569105691,103.31384015594541,101.88679245283018,90.25270758122743,91.69550173010381,87.23747980613894,81.25,77.37226277372262,81.15543328748281,73.62784471218207,69.4980694980695,67.5,69.96381182147165,66.5137614678899,77.44874715261959,65.78947368421052,65.52094522019334,67.86850477200424,66.25258799171843,67.62295081967213,69.6969696969697,72.44897959183673,70.70707070707071,72.50755287009063,76.92307692307693,75.32210109018831,75.84830339321357,79.28642220019822,78.50834151128558,81.42999006951341,82.25966303270566,82.1917808219178,83.25074331020814,84.2311459353575,82.5147347740668,83.82642998027613,87.21506442021804,86.69950738916258,90.72978303747534,92.70216962524654,88.03165182987142,92.88537549407114,90.27777777777777,91.45129224652088,89.9209486166008,90.63745019920319,92.53731343283583,93.62549800796813,96.90309690309691,87.64940239043824,88.91108891108892,96.61354581673307,93.37349397590361,94.37751004016064,91.54929577464789,92.36947791164658,91.36546184738955,95.38152610441767,93.84460141271443,94.662638469285,95.04550050556118,92.01213346814964,98.37728194726166,92.74193548387098,95.52845528455285
E04,125.90799031476999,133.49514563106797,129.90196078431373,133.0166270783848,145.0,129.03225806451613,138.19095477386935,139.6508728179551,144.92753623188406,141.14832535885168,134.25925925925927,140.87759815242495,137.44075829383885,141.55251141552512,130.9255079006772,135.1931330472103,127.61506276150628,130.08130081300814,135.0293542074364,134.57943925233644,123.87791741472171,116.11785095320624,116.9686985172982,115.80594679186228,116.34756995581738,106.59186535764377,111.40939597315436,108.8348271446863,111.1111111111111,108.07600950118766,110.09174311926606,108.13823857302118,113.5135135135135,114.19423692636072,118.87382690302398,119.21891058581707,127.40141557128413,131.92346424974824,141.85814185814186,149.9503475670308,156.49606299212599,160.62683643486778,167.96875,172.81553398058253,180.6640625,183.49514563106797,189.6053897978826,195.357833655706,201.54291224686597,201.9230769230769,205.5984555984556,214.28571428571428,213.11475409836066,220.93023255813952,219.1119691119691,221.47001934235976,225.3384912959381,227.71317829457362,231.06796116504853,235.92233009708738,234.14634146341464,239.53261927945474,235.3515625,236.79060665362036,236.61148977604677,238.74755381604697,243.40175953079182,241.41315014720317,243.614931237721,242.39450441609424,241.37931034482762,245.5621301775148,246.30541871921184,246.77898909811697,249.7522299306244,247.77006937561944,250.0,250.0,251.4851485148515,249.25224327018947
E05,135.07109004739337,139.81042654028437,132.21153846153848,139.53488372093022,144.60784313725492,149.50980392156865,148.05825242718447,144.2080378250591,137.52913752913753,147.88732394366198,133.92857142857142,141.28035320088298,148.64864864864865,150.0,144.65408805031447,138.27655310621242,132.69230769230768,134.32835820895522,124.56140350877195,126.87813021702839,127.0096463022508,115.91962905718701,113.3428981348637,115.64625850340136,106.91003911342894,109.70996216897856,111.38014527845037,116.0092807424594,111.48272017837235,114.03508771929825,116.2046908315565,121.875,119.0233977619532,129.90936555891238,131.2127236580517,138.91625615763547,152.40904621435595,153.0214424951267,155.6420233463035,165.85838991270612,172.57909875359542,175.96153846153845,181.55619596541788,186.7816091954023,185.04314477468841,194.44444444444443,191.10690633869442,197.14285714285714,202.0872865275142,201.32325141776937,209.6774193548387,211.3744075829384,211.02661596958174,213.8783269961977,220.41984732824426,218.30314585319354,221.05263157894737,226.14503816793894,222.32824427480915,219.67526265520536,223.70936902485658,229.88505747126436,229.20696324951643,231.43683702989395,229.28709055876686,225.12077294685992,232.69230769230768,233.07543520309477,228.46079380445306,231.66023166023166,233.07543520309477,231.66023166023166,232.78370514064017,236.1516034985423,237.3046875,235.86744639376218,237.8167641325536,238.74755381604697,241.4800389483934,234.375
E06,182.05128205128204,169.1919191919192,158.16326530612244,162.16216216216216,174.1424802110818,180.87855297157623,177.08333333333334,175.12690355329948,178.57142857142856,176.9230769230769,189.39393939393938,177.3399014778325,200.0,208.65139949109414,206.98254364089775,212.41050119331743,210.5263157894737,212.76595744680853,220.1834862385321,222.47191011235955,228.7581699346405,223.62869198312237,222.9038854805726,236.68639053254438,231.93916349809885,242.08566108007446,229.56521739130437,226.44628099173553,239.50233281493,235.64954682779455,236.3896848137536,231.19015047879617,238.66666666666666,235.66878980891718,235.7320099255583,239.2857142857143,235.15715948777648,238.3654937570942,240.22346368715083,241.26637554585153,238.7580299785867,230.2839116719243,239.8753894080997,234.80947476828013,239.21971252566735,242.05128205128204,239.87854251012146,242.9718875502008,240.5189620758483,242.33432245301685,237.43842364532023,245.33856722276744,245.09803921568627,248.52652259332024,245.8210422812193,248.77089478859392,248.0392156862745,251.72074729596855,254.17075564278707,251.22189638318673,255.65388397246807,255.4240631163708,251.47347740667976,258.34970530451864,251.96850393700788,255.44554455445544,258.16023738872406,255.69871159563928,262.1648460774578,256.9169960474308,261.17179741807354,258.1926514399206,259.6630327056492,259.92063492063494,259.9601593625498,261.73826173826177,262.73726273726277,260.2602602602603,265.0,266.20139581256234
E07,134.1772151898734,129.35323383084577,123.4256926952141,117.07317073170732,133.15926892950392,137.05583756345177,138.10741687979538,125.0,131.5136476426799,136.91931540342298,129.49640287769785,133.0166270783848,130.02364066193854,136.7924528301887,139.58810068649885,117.90393013100436,126.08695652173913,130.25210084033614,130.08130081300814,129.34362934362935,121.49532710280373,123.43470483005366,113.55932203389831,120.12987012987013,116.20795107033639,113.37209302325583,116.37347767253044,115.73472041612483,112.07970112079701,114.32009626955475,114.21911421911422,120.90395480225989,120.61403508771929,125.13368983957218,129.47368421052633,134.4364012409514,135.71428571428572,145.14514514514514,149.85014985014988,159.8808341608739,162.08251473477407,167.64705882352942,172.9834791059281,178.29457364341084,186.7704280155642,187.37864077669903,195.75699132111862,195.75699132111862,197.12918660287082,199.42748091603053,202.1072796934866,205.17737296260788,200.76481835564053,207.65550239234452,209.9712368168744,212.5,212.5,213.46153846153845,207.69230769230768,213.25648414985594,214.49275362318843,216.97203471552558,214.28571428571428,220.93023255813952,218.7802516940949,216.50485436893203,224.27184466019418,224.17153996101365,219.63070942662782,221.57434402332365,224.609375,222.11350293542074,224.39024390243904,225.93320235756386,224.28991185112636,222.33104799216457,222.11350293542074,222.1125370187562,227.89783889980353,224.6305418719212
E08,181.360201511335,169.49152542372883,160.49382716049382,164.2512077294686,181.8181818181818,177.66497461928932,190.95477386934672,175.609756097561,184.46601941747574,189.78102189781023,185.88235294117646,192.39904988123516,188.37209302325581,203.7037037037037,197.27891156462584,204.84581497797356,210.06564551422318,207.4688796680498,209.25553319919518,214.70019342359768,212.17712177121768,212.49999999999997,209.38023450586266,220.0956937799043,213.41463414634146,212.4277456647399,210.09549795361528,213.63040629095676,219.14357682619647,222.22222222222223,222.35294117647058,224.62941847206386,220.5071664829107,219.56521739130434,224.35897435897434,225.23461939520334,223.48094747682802,227.87385554425228,224.69635627530366,227.59315206445115,230.0796812749004,230.46488625123644,232.74161735700196,232.055063913471,230.6182531894014,235.00491642084566,230.54474708171205,231.7429406037001,231.06796116504853,237.35408560311282,233.46303501945525,241.71539961013644,231.51750972762645,235.12195121951223,237.53665689149562,232.64907135874878,235.58162267839688,243.3758586849853,241.6829745596869,235.40856031128405,242.89911851126348,239.68565815324163,244.8377581120944,244.8579823702253,241.88790560471978,246.04743083003953,241.14173228346456,249.2552135054618,244.5759368836292,242.60355029585799,242.06349206349205,242.81466798810706,247.51491053677933,248.50299401197606,245.26420737786643,249.0,246.0159362549801,249.500998003992,250.2492522432702,250.50100200400803
